srcs	trans	score
división	division	0.95
termine	I finished	0.5761904761904763
península	peninsula	0.9481481481481482
reelección	re-election	0.8739393939393939
nórdica	Nordic	0.746031746031746
choque	shock	0.5777777777777778
estimamos	we estimate	0.7373737373737373
levantamiento	lifting	0.543040293040293
impotencia	impotence	0.9377777777777778
desproporcionada	disproportionate	0.8500000000000001
paneles	panels	0.9714285714285714
poderoso	powerful	0.6666666666666666
sabor	taste	0.46666666666666656
crisis	crisis	1.0
acogedora	cozy	0.5740740740740741
fundamenta	grounds	0.5761904761904763
pasa	pass	0.8833333333333334
crían	breed	0.46666666666666656
gracias	Thank you	0.4179894179894179
altibajos	ups and downs	0.5213675213675214
aceite	oil	0.5
menos	less	0.6333333333333333
añadió	added	0.5777777777777778
esa	that	0.5277777777777778
religioso	religious	0.9555555555555556
fraude	fraud	0.9666666666666667
encarga	commission	0.41428571428571437
elegida	chosen	0.4365079365079365
previstos	planned	0.5026455026455027
disminuye	decreases	0.4814814814814814
escuchar	hear	0.45833333333333326
tenido	had	0.5
inflar	inflate	0.9095238095238095
expulsó	expelled	0.6904761904761904
local	local	1.0
blanco	White	0.0
carbón	Coal	0.4722222222222221
cuarentena	quarantine	0.7523809523809524
difunden	spread	0.36111111111111116
juzgamos	we judge	0.5833333333333334
reducirán	will reduce	0.468013468013468
intrusivos	intrusive	0.9377777777777778
explique	explain	0.8678571428571429
publicó	public	0.9714285714285714
hacernos	make us	0.6011904761904762
periódico	Newspaper	0.40740740740740744
nombrar	to name	0.5238095238095238
contratiempos	setbacks	0.5192307692307693
cápsula	capsule	0.8285714285714287
aglutina	binds	0.0
km	km	1.0
elimina	removes	0.5238095238095238
reconoce	recognize	0.8833333333333333
morir	To die	0.5777777777777778
vino	came	0.0
salarios	wages	0.5499999999999999
multitud	crowd	0.44166666666666665
millas	miles	0.8755555555555556
citada	quoted	0.5555555555555555
oficios	trades	0.4365079365079365
masiva	massive	0.8944444444444445
botellas	bottles	0.8694444444444446
buceo	diving	0.0
rojas	red	0.5111111111111111
crecimiento	increase	0.5598484848484849
hayan	have	0.6333333333333333
documento	document	0.9777777777777777
exagerados	exaggerated	0.9054545454545454
aplaudieron	applauded	0.8437710437710438
hacen	make	0.6333333333333333
abraza	hug	0.0
responder	answer	0.5
adecuadamente	adequately	0.6985347985347986
estancar	stagnate	0.75
representan	represent	0.9636363636363636
inyección	injection	0.8222222222222222
frecuentemente	frequently	0.8133333333333334
ensayando	rehearsing	0.5314814814814816
temporal	temporary	0.9305555555555555
subestimaciones	underestimates	0.7105820105820105
viudo	widower	0.6761904761904761
truque	trick	0.5777777777777778
peruanos	Peruvians	0.8055555555555555
plantean	pose	0.5833333333333334
ansiosa	anxious	0.8476190476190477
diálogo	dialogue	0.8238095238095238
trae	bring	0.4833333333333334
verde	green	0.6222222222222222
apoyos	props	0.7000000000000001
cambiantes	changeable	0.6222222222222222
confirmado	confirmed	0.9377777777777778
española	Spanish	0.5119047619047619
es	it is	0.0
encaja	fits	0.0
auto	car	0.5277777777777778
prestado	borrowed	0.4722222222222221
constante	constant	0.9777777777777777
manteniendo	keeping	0.45598845598845594
destinó	destination	0.8805194805194805
vívida	vivid	0.765
comprensión	understanding	0.5578865578865578
instalaciones	facilities	0.7217948717948719
prácticamente	practically	0.6297036297036297
visibles	visible	0.975
nivel	level	0.7333333333333334
enseñando	teaching	0.5694444444444444
edificios	buildings	0.5462962962962963
ver	see	0.5555555555555555
mandarín	Mandarin	0.8333333333333334
luego	then	0.4833333333333334
debe	should	0.0
directamente	directly	0.85
lejos	far	0.0
millones	millions	0.95
desearían	they wish	0.40740740740740744
preocupada	worried	0.5738095238095239
fluviales	river	0.374074074074074
conversando	talking	0.4112554112554112
poca	little	0.0
arma	weapon	0.4722222222222221
palacio	palace	0.9095238095238095
interactivo	interactive	0.9636363636363636
posee	has	0.5111111111111111
crear	create	0.8933333333333334
rodilla	knee	0.0
ambientes	environments	0.611111111111111
cuándo	when	0.4722222222222221
ecosistema	ecosystem	0.9377777777777778
muestras	samples	0.6071428571428571
contactaba	contacted	0.8955555555555555
transmisión	transmission	0.9484848484848484
gigante	giant	0.9238095238095239
permita	allow	0.0
iniciativas	initiatives	0.8892255892255891
participó	He participated	0.8074074074074074
particular	particular	1.0
ritmo	rhythm	0.7300000000000001
dejara	will leave	0.4222222222222223
facial	facial	1.0
asignaron	assigned	0.7814814814814814
cuarto	fourth	0.6666666666666666
meterte	get into	0.6011904761904762
buena	good	0.0
reapertura	reopening	0.6148148148148148
fuerzan	they force	0.49523809523809526
quedarse	stay	0.45833333333333326
incluían	included	0.85
polos	poles	0.9066666666666667
telefónicas	telephone	0.6700336700336701
diversidad	diversity	0.8955555555555555
artículos	articles	0.8638888888888888
externa	external	0.975
permitiría	would allow	0.396969696969697
tras	after	0.0
tamaño	size	0.0
estudiante	student	0.8047619047619047
cuenta	bill	0.0
normas	rules	0.5777777777777778
hubiese	would have	0.49523809523809526
argumentaron	they argued	0.4904040404040404
ausencia	absence	0.8017857142857143
batalla	battle	0.8222222222222222
diseñadas	designed	0.6601851851851852
agua	Water	0.4833333333333334
apariencia	appearance	0.7933333333333333
desarrolló	developing	0.5166666666666667
lanza	spear	0.46666666666666656
heurística	heuristics	0.895
dificulta	makes difficult	0.5111111111111111
sopas	soups	0.8933333333333333
humano	human	0.9666666666666667
asunto	affair	0.4444444444444444
domingo	Sunday	0.4365079365079365
justa	fair	0.0
volado	flown	0.4111111111111112
invierno	winter	0.7222222222222222
oración	sentence	0.3452380952380951
usaba	used	0.6333333333333333
brindaron	they toasted	0.2962962962962963
destruyó	He destroyed	0.6944444444444445
trayectoria	trajectory	0.8896969696969697
oculta	hidden	0.0
mortales	deadly	0.5277777777777778
logística	Logistics	0.7222222222222222
organizarían	would organize	0.6944444444444445
posición	position	0.9
desagradable	unpleasant	0.49444444444444446
dicen	they say	0.44166666666666665
meses	months	0.5777777777777778
urbanos	urban	0.9428571428571428
jurisdicciones	jurisdictions	0.956043956043956
vinculadas	linked	0.6
criaturas	creatures	0.8814814814814814
centró	center	0.9333333333333333
conocimiento	knowledge	0.41666666666666674
producción	production	0.92
voluntarios	volunteers	0.9054545454545454
quedar	stay	0.4722222222222221
permitirse	afford	0.4222222222222223
ambientales	environmental	0.582084582084582
unidades	units	0.8366666666666667
orientados	oriented	0.915
restringidos	restricted	0.8566666666666667
color	color	1.0
riñones	kidneys	0.7142857142857143
segundas	second	0.7777777777777778
incluye	It includes	0.8008658008658008
devastador	devastating	0.8672727272727273
dándole	giving	0.4365079365079365
culantro	coriander	0.6481481481481481
paisaje	landscape	0.671957671957672
masa	mass	0.8833333333333334
señales	signs	0.5619047619047619
levaduras	yeast	0.5407407407407407
diagnóstico	diagnosis	0.882828282828283
avance	Advance	0.8492063492063492
estableciera	establish	0.8722222222222222
púbica	pubic	0.8400000000000001
di	gave	0.0
entidades	entities	0.8833333333333333
alertado	alerted	0.9214285714285715
analista	analyst	0.9214285714285715
uno	one	0.5555555555555555
prominente	prominent	0.98
acciones	Actions	0.7797619047619048
elevando	raising	0.5119047619047619
filetes	steaks	0.5396825396825397
colaboradores	collaborators	0.9282051282051282
sur	south	0.6888888888888888
el	he	0.0
criminalizan	criminalize	0.9484848484848484
ruso	Russian	0.5952380952380952
basados	based	0.8533333333333333
unparticular	A particular	0.888888888888889
oscuras	dark	0.4642857142857142
bloqueados	blocked	0.8166666666666667
protestaron	they protested	0.5692640692640693
informados	informed	0.915
febrero	February	0.6904761904761904
reabrieron	reopened	0.6333333333333333
mencionaba	mentioned	0.8288888888888889
cognitiva	cognitive	0.9555555555555556
dolor	pain	0.0
relatos	stories	0.4285714285714286
fertilizantes	fertilizers	0.9356643356643356
necesarias	necessary	0.9127777777777778
enfermos	sick	0.0
comprender	understand	0.5166666666666667
epidemias	epidemics	0.9555555555555556
país	country	0.0
adoptar	adopt	0.9428571428571428
compañeros	companions	0.88
vapor	steam	0.0
identidad	identity	0.8833333333333333
identificados	identified	0.9184615384615384
falsa	false	0.92
administrando	managing	0.5365384615384615
alimentos	foods	0.0
policía	policeman	0.9047619047619048
llanuras	plains	0.7222222222222222
restaurante	restaurant	0.9818181818181818
comida	food	0.611111111111111
nacido	born	0.0
habitualmente	habitually	0.8830769230769232
tomándola	taking it	0.4814814814814814
entrara	enter to	0.6904761904761904
denuncias	complaints	0.5314814814814816
informal	informal	1.0
distinta	different	0.6481481481481481
completaba	completed	0.8955555555555555
decidió	He decided	0.6714285714285714
ancestral	ancestral	1.0
agregan	add	0.4920634920634921
esperando	waiting	0.4179894179894179
obvias	obvious	0.9095238095238095
consignado	consigned	0.9377777777777778
suspensión	suspension	0.96
diga	say	0.0
aspecto	appearance	0.6571428571428571
cardiacos	cardiac	0.9555555555555556
quieres	you want	0.42261904761904767
cerveza	beer	0.6150793650793651
drago	dragon tree	0.890909090909091
panadería	bakery	0.611111111111111
música	music	0.8400000000000001
sacrificado	slaughtered	0.5151515151515151
exceso	excess	0.9333333333333333
rol	role	0.9166666666666666
e	and	0.0
sacaba	took out	0.0
cobraré	I will charge	0.4798534798534799
consiguieron	they got	0.3055555555555556
realizada	made	0.40740740740740744
derecho	right	0.5619047619047619
oficial	official	0.9666666666666667
rutas	routes	0.8400000000000001
aves	birds	0.4833333333333334
muertes	deaths	0.6428571428571429
autor	Author	0.8222222222222223
avalada	endorsed	0.42261904761904767
colegas	colleagues	0.8966666666666666
brutal	brutal	1.0
ideas	ideas	1.0
eruptivos	eruptive	0.9305555555555555
espectro	spectrum	0.7777777777777778
ramo	bouquet	0.4642857142857142
quería	wanted to	0.4259259259259258
pisadas	footsteps	0.5026455026455027
diario	diary	0.8933333333333334
fabricación	manufacturing	0.5578865578865578
tabulados	tabulated	0.9111111111111111
queso	cheese	0.5777777777777778
regresar	to return	0.5694444444444444
nadie	no one	0.5777777777777778
cuán	how	0.0
desvanece	fades away	0.4481481481481482
daba	gave	0.5
esperar	wait	0.0
menor	less	0.4833333333333334
papel	paper	0.92
comprometo	I compromise	0.8222222222222223
gustan	like	0.0
divinas	divine	0.9095238095238095
presidenta	Chairwoman	0.43333333333333335
afirma	it states	0.5185185185185185
gama	spectrum	0.0
formadoras	forming	0.6571428571428571
asistir	assist	0.826031746031746
auge	boom	0.0
crearon	they created	0.5515873015873015
deudor	debtor	0.8222222222222222
astrónomos	astronomers	0.8991919191919192
respondieron	they responded	0.5793650793650794
pagaron	they paid	0.4179894179894179
artificiales	artificial	0.9666666666666667
curso	course	0.8400000000000001
aumentado	increased	0.5462962962962963
inversión	investment	0.8533333333333333
cancelados	canceled	0.915
huaorani	Huaorani	0.9166666666666666
mirar	look	0.0
contó	counted	0.8323809523809523
bálsamo	balm	0.7535714285714287
desconocer	ignore	0.48888888888888893
prometió	promised	0.8666666666666667
enfrentado	faced	0.5222222222222221
exitosa	successful	0.49523809523809526
vengo	I come	0.4555555555555555
castillo	castle	0.8916666666666667
crucial	crucial	1.0
experimental	experimental	1.0
sólido	solid	0.8400000000000001
broma	joke	0.4833333333333334
alineará	will align	0.4472222222222222
administrados	administered	0.9205128205128206
entendido	it is understood	0.625
aumentar	increase	0.4722222222222221
turbulencias	turbulence	0.9299999999999999
patentados	patented	0.915
frecuentes	frequent	0.9008333333333334
visto	viewed	0.5777777777777778
sistemas	systems	0.8821428571428571
al	to the	0.0
conjunto	set	0.0
ancestrales	ancestral	0.9636363636363636
interpretación	interpretation	0.9428571428571428
juez	judge	0.6333333333333333
capaces	able	0.5952380952380952
cargos	charges	0.8642857142857143
intelectual	intellectual	0.9287878787878787
financieramente	financially	0.8521212121212122
controladas	controlled	0.9054545454545454
físicas	physical	0.6904761904761904
ahorra	save	0.4722222222222221
envases	packaging	0.4179894179894179
generación	generation	0.92
habido	have been	0.611111111111111
implica	it implies	0.6047619047619048
empujan	they push	0.5873015873015873
gravedad	gravity	0.6904761904761904
repletas	full	0.45833333333333326
incendió	fire	0.5833333333333334
reproducirlas	reproduce them	0.8373626373626374
hicimos	we did	0.4365079365079365
león	Lion	0.5
persona	person	0.9714285714285714
retratos	Pictures	0.5833333333333334
globales	global	0.95
sueño	dream	0.46666666666666656
dificultan	hinder	0.34444444444444433
ciencias	science	0.7797619047619048
tristemente	sadly	0.4303030303030304
excepcionales	exceptional	0.9356643356643356
dijeron	they said	0.4179894179894179
seguiremos	will follow	0.4606060606060607
buen	good	0.0
azufre	sulfur	0.6666666666666666
desaparecería	would disappear	0.6207570207570208
debate	debate	1.0
muy	very	0.5277777777777778
naciones	nations	0.8952380952380953
amplió	large	0.4555555555555555
impactos	impacts	0.975
infecciosa	infectious	0.92
gastar	spend	0.4555555555555555
devastación	devastation	0.9272727272727274
bajas	low	0.0
penalizó	penalized	0.9305555555555555
abundancia	abundance	0.9377777777777778
espectaculares	spectacular	0.8982683982683982
prepararnos	prepare	0.8805194805194805
desaparecer	disappear	0.7813852813852813
creando	creating	0.8678571428571429
empezamos	we start	0.4907407407407407
profesora	teacher	0.5026455026455027
quitar	remove	0.0
duras	hard	0.4833333333333334
infancia	childhood	0.412037037037037
púrpuras	purple	0.6388888888888888
mostrando	showing	0.47619047619047605
festival	festival	1.0
frecuencia	frequency	0.8114814814814815
señora	Ms	0.5555555555555555
consignas	slogans	0.7301587301587301
propulsión	propulsion	0.96
probado	tried	0.5619047619047619
esperanzas	hopes	0.5222222222222221
avanza	get moving	0.0
camuflaje	camouflage	0.9274074074074075
experimentando	experiencing	0.8785714285714286
mantenimiento	maintenance	0.7805749805749805
conversaciones	conversations	0.956043956043956
gerentes	managers	0.4722222222222221
cultivan	cultivate	0.9305555555555555
serán	will be	0.0
topografía	topography	0.88
subregistrando	underreporting	0.5892857142857143
dónde	where	0.46666666666666656
tenía	had	0.0
relajaron	relaxed	0.671957671957672
vidas	lives	0.6
ignoran	ignore	0.9095238095238095
reportaba	reported	0.8833333333333333
asegura	ensures	0.6309523809523809
inscrito	signed up	0.45833333333333326
vulnerables	vulnerable	0.9818181818181818
paredes	walls	0.5619047619047619
insinuó	hinted	0.5396825396825397
antigua	ancient	0.6190476190476191
subsistencia	subsistence	0.9484848484848484
mínimo	minimum	0.6626984126984127
temperatura	temperature	0.9636363636363636
partes	parts	0.9666666666666667
cepas	strains	0.5619047619047619
dañando	damaging	0.6904761904761904
comentario	commentary	0.9066666666666667
gel	gel	1.0
recolectemos	let&#39;s collect	0.5221755368814193
fronterizas	border	0.5934343434343434
saltar	skip	0.4722222222222221
cierto	true	0.4444444444444444
ángulos	angles	0.746031746031746
pm	p.m	0.611111111111111
despierto	awake	0.4370370370370371
envió	Shipping	0.44166666666666665
active	activate	0.95
confinamiento	lockdown	0.4241452991452992
enfoca	focus	0.7000000000000001
peligro	danger	0.5396825396825397
territorio	territory	0.9377777777777778
relata	relates	0.9095238095238095
funcionar	function	0.9305555555555555
retiró	retirement	0.8666666666666667
regularmente	regularly	0.8722222222222222
extranjeros	foreign	0.45598845598845594
ecuatorianas	Ecuadorian	0.8222222222222223
leyes	laws	0.6333333333333333
adaptarse	adapt	0.9111111111111111
posible	possible	0.9708333333333333
condicionado	conditioned	0.9136363636363637
profundas	deep	0.4537037037037037
llevará	carry	0.4476190476190476
tripulación	crew	0.446969696969697
transforme	transform	0.98
cerebrovasculares	cerebrovascular	0.9764705882352941
entrenarse	train	0.5666666666666668
carreteras	roads	0.3666666666666667
piso	floor	0.4833333333333334
comentaristas	commentators	0.8839316239316239
matado	killed	0.4444444444444444
olvidar	to forget	0.5026455026455027
traído	brought	0.4365079365079365
fotografías	Photographs	0.7575757575757575
cabeza	head	0.4444444444444444
golpe	knock	0.46666666666666656
avanzar	move along	0.49523809523809526
inclinación	inclination	0.9272727272727274
paquetes	packages	0.6666666666666666
disminución	decrease	0.4772727272727273
impulsan	drive	0.44166666666666665
oferta	offer	0.8577777777777779
emisiones	emissions	0.9555555555555556
absoluta	absolute	0.95
años	years	0.4833333333333334
suficientes	enough	0.4191919191919191
decir	say	0.0
ansiedad	anxiety	0.6904761904761904
kilómetros	kilometres	0.9066666666666667
centro	center	0.9333333333333333
negado	denied	0.5555555555555555
salvar	save	0.8
dictaminó	ruled	0.0
responsabilidad	responsibility	0.8674458874458875
recuerda	remember	0.6666666666666666
adaptada	adapted	0.9214285714285715
soldados	soldiers	0.85
silvestre	wild	0.5740740740740741
ideó	devised	0.5952380952380952
cura	cure	0.8833333333333334
malaria	malaria	1.0
mujeres	women	0.5619047619047619
impulsada	driven	0.4259259259259258
alta	high	0.0
práctica	practice	0.8666666666666667
incorrecto	incorrect	0.98
porquerías	crap	0.3999999999999999
este	East	0.6666666666666666
dirigir	lead	0.0
coordinación	coordination	0.9333333333333333
países	countries	0.5185185185185185
manifiesto	manifest	0.96
usted	you	0.0
realizadas	made	0.3999999999999999
sol	Sun	0.0
comparable	comparable	1.0
aterrizar	to land	0.5026455026455027
duró	Lasted	0.0
información	information	0.9272727272727274
mercancías	goods	0.0
formen	form	0.9333333333333333
sorpresa	surprise	0.8
razonable	reasonable	0.9066666666666667
infecciosas	infectious	0.9054545454545454
declaraciones	statements	0.4948717948717949
reducir	reduce	0.9095238095238095
tipos	types	0.76
irregulares	irregular	0.9636363636363636
sofocante	suffocating	0.7385281385281386
pensé	I thought	0.0
amigable	friendly	0.5
futuro	future	0.9333333333333333
solar	solar	1.0
azul	blue	0.5
industrial	industrial	1.0
comienzos	beginnings	0.5314814814814816
tomando	taking	0.6428571428571429
etnia	ethnicity	0.7985185185185185
poderosa	powerful	0.6666666666666666
sencillas	simple	0.611111111111111
perfecto	perfect	0.975
ahorros	savings	0.5238095238095238
ansiado	longed for	0.5761904761904763
toman	they take	0.5407407407407407
diversos	diverse	0.9214285714285715
invitados	guests	0.5185185185185185
reorganización	reorganization	0.9428571428571428
encajo	fit	0.0
definido	definite	0.9
sólo	alone	0.6333333333333333
siguieron	they followed	0.45868945868945876
limitado	limited	0.9214285714285715
ataca	attacks	0.8323809523809523
necesariamente	necessarily	0.8597402597402598
anuncios	advertisements	0.5297619047619048
ensayado	rehearsed	0.5694444444444444
individual	individual	1.0
invitó	invited	0.9095238095238095
restringe	restricts	0.8666666666666666
dieron	gave	0.4722222222222221
quedado	left	0.4642857142857142
expandir	expand	0.95
fotógrafo	photographer	0.611111111111111
escribió	wrote	0.44166666666666665
domésticos	domestic	0.9008333333333334
atrapados	caught up	0.40740740740740744
medicamentos	medicines	0.8861111111111111
lluvias	rains	0.5619047619047619
aflojaba	loosened	0.5
numerosos	numerous	0.9305555555555555
fila	row	0.0
políticos	politicians	0.8299663299663299
popularidad	popularity	0.9054545454545454
condiciones	terms	0.0
engañosa	misleading	0.4472222222222222
extremos	extremes	0.95
angustia	anguish	0.8880952380952382
herméticamente	hermetically	0.834126984126984
propulsores	thrusters	0.6818181818181818
clara	clear	0.8933333333333333
consecuencia	consequence	0.8691919191919192
queriendo	wanting	0.5026455026455027
tomar	drink	0.0
gusta	like	0.0
privadas	private	0.8678571428571429
grito	scream	0.4555555555555555
fotográficas	photographic	0.736111111111111
indicado	indicated	0.9305555555555555
invenciones	inventions	0.9436363636363637
africano	African	0.8690476190476191
caídos	fallen	0.4444444444444444
explica	Explain	0.7428571428571429
nacional	national	0.9333333333333333
redondos	round	0.6833333333333332
fuente	source	0.5555555555555555
cuales	which	0.0
proporción	proportion	0.92
influyen	influence	0.9305555555555555
estaban	They were	0.4179894179894179
instrumentos	instruments	0.9833333333333333
verse	see	0.5111111111111111
sale	comes out	0.4537037037037037
madrileña	madrileña	1.0
turístico	tourist	0.8071428571428572
táctica	tactic	0.8642857142857143
conductores	conductors	0.9818181818181818
usualmente	usually	0.8428571428571429
chilena	Chilean	0.8492063492063492
reciente	recent	0.9416666666666667
nariz	nose	0.4833333333333334
colega	colleague	0.8833333333333334
cuando	when	0.4722222222222221
pedía	asked	0.0
fabricar	manufacture	0.5598484848484849
amplificamos	we amplify	0.7000000000000001
viajar	travel	0.4444444444444444
inyectar	inject	0.8555555555555556
sostenible	sustainable	0.8206818181818182
bromeaba	joked	0.5499999999999999
pesca	fishing	0.4476190476190476
pandémica	pandemic	0.9305555555555555
busco	I search	0.5499999999999999
sábado	Saturday	0.5277777777777778
improvisadas	improvised	0.9299999999999999
detonantes	detonators	0.92
focos	spotlights	0.3666666666666667
levantó	I raise	0.4285714285714286
precarias	precarious	0.9377777777777778
ira	go to	0.0
compensar	make up for	0.5193602693602694
aprueba	approves	0.6904761904761904
afectó	affected	0.8555555555555556
romper	to break	0.5138888888888888
conocidos	known	0.374074074074074
polio	polio	1.0
practicamos	we practice	0.7575757575757575
codificados	coded	0.8048484848484848
sorprendernos	surprise us	0.668997668997669
propone	proposes	0.9214285714285715
aglomeraciones	crowds	0.32539682539682535
celebremos	let&#39;s celebrate	0.4543859649122808
evacuaciones	bowel movements	0.5166666666666667
comunal	communal	0.9708333333333333
destacar	highlight	0.0
comprometido	committed	0.8671296296296296
médicas	medical	0.8285714285714287
poder	power	0.8933333333333333
monitores	monitors	0.9777777777777777
encontramos	we find	0.48917748917748916
acogieron	welcomed	0.5694444444444444
líneas	lines	0.8400000000000001
fundó	founded	0.8114285714285714
comienzo	Start	0.0
decisiones	decisions	0.98
conseguir	get	0.4814814814814814
hablas	speak	0.4555555555555555
estructura	structure	0.8962962962962964
rechazó	rejection	0.5873015873015873
comienza	begins	0.5138888888888888
desafortunadamente	unfortunately	0.6415954415954417
resultaron	turned out	0.5333333333333333
papi	Daddy	0.4833333333333334
sentimiento	feeling	0.45598845598845594
peso	weight	0.4722222222222221
educar	educate	0.9095238095238095
última	last	0.611111111111111
entierro	burial	0.36111111111111116
hermandad	Brotherhood	0.5193602693602694
rescisión	rescission	0.9377777777777778
pandemias	pandemics	0.9555555555555556
enfermedades	diseases	0.5277777777777778
pobladores	settlers	0.5499999999999999
madre	mother	0.5888888888888889
distinguen	distinguish	0.9054545454545454
insuficiencia	insufficiency	0.9384615384615385
nube	cloud	0.0
diferente	different	0.9481481481481482
junio	June	0.6333333333333333
originó	originated	0.8914285714285715
desempeña	plays	0.4370370370370371
integral	integral	1.0
sida	AIDS	0.0
ángulo	angle	0.7000000000000001
fiesta	party	0.4555555555555555
psicológico	psychological	0.8102046102046102
brillo	brightness	0.6
ofrecían	offered	0.6071428571428571
nada	nothing	0.4642857142857142
mutan	mutate	0.8933333333333334
sándwiches	sandwiches	0.94
encenderá	will light	0.0
difundidos	spread	0.4222222222222223
posteriormente	later	0.6047619047619047
resaltan	stand out	0.5694444444444444
provincias	provinces	0.9377777777777778
podía	could	0.46666666666666656
presupuesto	budget	0.4797979797979799
económica	economic	0.9305555555555555
miramos	we look	0.4285714285714286
participan	participate	0.9436363636363637
silencios	silences	0.9305555555555555
delegado	delegate	0.9
olvidamos	we forgot	0.40740740740740744
escapado	I escaped	0.8055555555555555
grupo	group	0.8933333333333333
sal	Salt	0.7222222222222222
impulsado	driven	0.4259259259259258
ha	he has	0.5555555555555555
diplomáticas	diplomatic	0.9266666666666667
exclusiva	exclusive	0.9555555555555556
extra	extra	1.0
conectados	connected	0.8781481481481481
reprimiendo	suppressing	0.5696969696969697
derrumbamos	we collapsed	0.48232323232323226
altas	high	0.0
podamos	we can	0.4365079365079365
imprevisto	unexpected	0.4222222222222223
psicólogos	psychologists	0.7774358974358975
infecciones	infections	0.9436363636363637
negativos	negatives	0.9555555555555556
vaporizar	vaporize	0.9305555555555555
prevista	planned	0.5119047619047619
físico	physical	0.625
buscando	searching	0.5648148148148148
vio	he saw	0.0
obtienen	they get	0.5833333333333334
ejecutas	you execute	0.6265151515151516
usarse	wear	0.611111111111111
mortalidad	mortality	0.8955555555555555
cumplimiento	compliance	0.7421428571428572
utilizarse	be used	0.5761904761904763
matan	they kill	0.4370370370370371
implicados	involved	0.5583333333333333
actuar	Act	0.6666666666666666
considerablemente	considerably	0.9127450980392157
fraudulentas	fraudulent	0.9666666666666667
abandonar	Leave	0.4370370370370371
necesitamos	we need	0.45598845598845594
trozos	chunks	0.4444444444444444
expulsan	they expel	0.40833333333333344
acomodó	arrangement	0.48917748917748916
líquido	liquid	0.8642857142857143
rodeado	surrounded	0.5761904761904763
garantizando	guaranteeing	0.7999999999999999
apoyó	support for	0.5272727272727272
publicadas	published	0.8669841269841271
creen	believe	0.5619047619047619
aparición	appearance	0.76
privado	private	0.8857142857142858
maremoto	seaquake	0.33333333333333326
especiales	special	0.8523809523809524
mentiras	lies	0.41666666666666674
alejen	get away	0.4305555555555556
comparables	comparable	0.9818181818181818
continúen	continue	0.9305555555555555
deudas	debts	0.76
piloto	pilot	0.9666666666666667
laboratorio	laboratory	0.9436363636363637
vetado	banned	0.5555555555555555
magnitud	magnitude	0.9777777777777777
trono	throne	0.8400000000000001
aprendizajes	learnings	0.6666666666666666
declaración	statement	0.4242424242424241
femenina	feminine	0.8444444444444444
esas	those	0.4833333333333334
notificaciones	notifications	0.956043956043956
etiquetas	labels	0.5185185185185185
diseños	designs	0.7685714285714286
boliviano	Bolivian	0.8842592592592592
declive	slope	0.5619047619047619
dejo	left	0.5
salariales	wages	0.3666666666666667
experimenta	experience	0.9054545454545454
cuestan	they cost	0.4179894179894179
fechas	dates	0.5777777777777778
popular	popular	1.0
decepcionado	disappointed	0.6111111111111112
planeando	planning	0.836111111111111
aleatoria	random	0.5185185185185185
desconectarse	log off	0.4065934065934067
señalan	point	0.0
sofisticada	sophisticated	0.8694638694638694
respectivamente	respectively	0.9
muerta	dead	0.4722222222222221
vocabulario	vocabulary	0.9436363636363637
existentes	existing	0.87
bebidas	drinks	0.5396825396825397
hizo	did	0.5277777777777778
buscan	looking for	0.4191919191919191
aparecido	appeared	0.8
intenté	i tried	0.6190476190476191
cree	believe	0.5952380952380952
aislar	isolate	0.746031746031746
disimula	disguises	0.6601851851851852
pescados	fish	0.45833333333333326
prevé	foresees	0.5499999999999999
internacionales	international	0.9446153846153846
encerrada	locked	0.611111111111111
pronosticados	predicted	0.6538461538461539
pueblos	towns	0.4476190476190476
aclara	clarifies	0.6203703703703703
serían	would	0.0
respuestas	answers	0.465079365079365
contagiosa	contagious	0.96
publicidad	advertising	0.4606060606060607
ocurre	it happens	0.4222222222222223
acontecimiento	event	0.4936507936507937
vivo	alive	0.6333333333333333
tobillos	ankles	0.5277777777777778
eres	you are	0.0
colapsó	collapse	0.9083333333333333
entiendan	understand	0.5888888888888889
estaba	I was	0.4555555555555555
enfocado	in focus	0.6666666666666666
computadora	computer	0.9022727272727272
verano	summer	0.0
reitera	reiterates	0.9400000000000001
continente	continent	0.98
alternativa	alternative	0.9636363636363636
ganas	you win	0.0
límites	limits	0.8042857142857143
huir	run away	0.41666666666666674
positividad	positivity	0.9054545454545454
saborear	savor	0.8133333333333332
decidieron	they decided	0.5333333333333333
abastecerse	stocking up	0.5151515151515151
según	according	0.4370370370370371
públicas	public	0.8375000000000001
incendiaron	they burned	0.404040404040404
trasladado	transferred	0.6515151515151515
publicaron	published	0.6851851851851851
lago	lake	0.6666666666666666
reservar	Reserve	0.7797619047619048
crecido	grown up	0.42261904761904767
ajo	Garlic	0.5
financiera	financial	0.9377777777777778
realizarse	perform	0.465079365079365
reutilizarse	reuse	0.6166666666666667
pasajeros	passengers	0.8288888888888889
diminutas	tiny	0.5740740740740741
celebró	held	0.5952380952380952
limpia	clean	0.5777777777777778
presidente	President	0.8962962962962964
tu	you	0.0
pasajes	tickets	0.5238095238095238
hablantes	speakers	0.5694444444444444
yo	me	0.0
implementa	implements	0.96
frutos	fruits	0.9222222222222223
culpa	guilt	0.6
y	and	0.0
generar	generate	0.9214285714285715
encontrado	found	0.5222222222222221
nitrógeno	nitrogen	0.9305555555555555
soluciones	solutions	0.9377777777777778
favorece	favors	0.8916666666666667
cierra	close	0.5777777777777778
insomnio	insomnia	0.95
